ID,Culture_code,Culture_code_Arc,Culture_name,Continent,Subsistence_type,Calendar_name,Inclusion_status,Reason_for_exclusion,Sources
RU41,RU41,NA,Nenets,Asia,Primarily Hunter-gatherers,Nenets calendar,Excluded,Partially missing data on some calendar units,"Islavin, V. (1847). The Samoyed in their domestic and social life (S. Wise, Trans.). Ministerstvo Gosudarstvennykh Imushchestv. https://ehrafworldcultures.yale.edu/document?id=ru41-002"
RV02_A,RV02,NA,Yakut,Asia,Other Subsistence Combinations,Yakut lunisolar calendar,Excluded,Partially missing data on some calendar units,"Jochelson, W. (1933). The Yakut (Anthropological Papers of the American Museum of Natural History, Vol. 33, Pt. 2, pp. 33-225). American Museum of Natural History. https://ehrafworldcultures.yale.edu/document?id=rv02-002

Sauer, M. (1802). An account of a geographical and astronomical expedition to the northern parts of Russia by Commodore Joseph Billings, in the years 1785-1794. T. Cadell, Jun. and W. Davies. https://ehrafworldcultures.yale.edu/cultures/rv02/documents/006"
RV02_B,RV02,NA,Yakut,Asia,Other Subsistence Combinations,Yakut solar calendar,Excluded,Partially missing data on some calendar units,"Jochelson, W. (1933). The Yakut (Anthropological Papers of the American Museum of Natural History, Vol. 33, Pt. 2, pp. 33-225). American Museum of Natural History. https://ehrafworldcultures.yale.edu/document?id=rv02-002

Sauer, M. (1802). An account of a geographical and astronomical expedition to the northern parts of Russia by Commodore Joseph Billings, in the years 1785-1794. T. Cadell, Jun. and W. Davies. https://ehrafworldcultures.yale.edu/document?id=rv02-006"
RV03,RV03,NA,Yukaghir,Asia,Primarily Hunter-gatherers,Yukaghir calendar,Included,Not excluded,"Jochelson, W. (1975). The Yukaghir and the Yukaghirized Tungus (Memoirs of the American Museum of Natural History, Vol. 13). AMS Press. (Original work published 1926) https://ehrafworldcultures.yale.edu/document?id=rv03-001"
RX02,RX02,NA,Nivkh,Asia,Primarily Hunter-gatherers,Nivkh calendar,Included,Not excluded,"Black, L. (1973). The Nivkh (Gilyak) of Sakhalin and the Lower Amur. Arctic Anthropology, 10(1), 1–110. https://ehrafworldcultures.yale.edu/document?id=rx02-023

Schrenck, L. von (1885). The peoples of the Amur region (F. Schütze, Trans.). In Reisen und Forschungen im Amur-Lande in den Jahren 1854–1856 (Vol. 3, pp. 1–776). Kaiserliche Akademie der Wissenschaften. https://ehrafworldcultures.yale.edu/document?id=rx02-002

Seeland, N. (1882). The Gilyaks: An ethnographic sketch (F. Schütze, Trans.). Russische Revue, 21, 97–130, 222–254. https://ehrafworldcultures.yale.edu/document?id=rx02-013"
RY02,RY02,NA,Chukchee,Asia,Pastoralists,Chukchee calendar,Included,Not excluded,"Orlovskii, P. N. (1928). A year in the life of an Anadyr-Chukchee reindeer raiser (L. Bromwich, Trans.). Severnaia Aziia, 2, 61–70. https://ehrafworldcultures.yale.edu/document?id=ry02-022

Sverdrup, H. U. (1938). With the people of the tundra. Gyldendal Norsk Forlag. https://ehrafworldcultures.yale.edu/cultures/ry02/documents/016"
RY04,RY04,NA,Koryaks,Asia,Primarily Hunter-gatherers,Koryak calendar,Excluded,Fully missing data on our six specific calendar units,"Jochelson, W. (1905-1908). The Koryak (Memoirs of the American Museum of Natural History, Vol. 10; Jesup North Pacific Expedition Publications). E. J. Brill; G. E. Stechert. https://ehrafworldcultures.yale.edu/document?id=ry04-001

Krasheninnikov, S. P. (1764). Of the nation of the Koreki. In The history of Kamtschatka, and the Kurilski Islands, with the countries adjacent (J. Grieve, Trans., pp. 222-234). R. Raikes; T. Jefferys. https://ehrafworldcultures.yale.edu/document?id=ry04-023"
SA12,SA12,NA,Garifuna,Middle America and the Caribbean,Horticulturalists,Garifuna calendar,Excluded,Partially missing data on some calendar units,"Gullick, C. J. M. R. (1976). Exiled from St. Vincent: The development of Black Carib culture in Central America up to 1945. Progress Press. https://ehrafworldcultures.yale.edu/document?id=sa12-003

Taylor, D. M. (1951). The Black Carib of British Honduras (Viking Fund Publications in Anthropology). Wenner-Gren Foundation for Anthropological Research. https://ehrafworldcultures.yale.edu/document?id=sa12-007"
SA15,SA15,NA,Miskito,Middle America and the Caribbean,Primarily Hunter-gatherers,Miskito calendar,Excluded,Partially missing data on some calendar units,"Conzemius, E. (1932). Ethnographical survey of the Miskito and Sumu Indians of Honduras and Nicaragua (Bureau of American Ethnology Bulletin). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=sa15-001"
SA19,SA19,NA,Talamancans,Middle America and the Caribbean,Other Subsistence Combinations,Talamancan calendar,Excluded,Partially missing data on some calendar units,"Gabb, W. M. (1876). On the Indian tribes and languages of Costa Rica. Proceedings of the American Philosophical Society, 14, 483-602. https://ehrafworldcultures.yale.edu/document?id=sa19-001

Stone, D. (1962). The Talamancan tribes of Costa Rica (Papers of the Peabody Museum of American Archaeology and Ethnology, Vol. 43, No. 2). Peabody Museum. https://ehrafworldcultures.yale.edu/document?id=sa19-006"
SB05,SB05,NA,Kuna,Middle America and the Caribbean,Horticulturalists,Kuna calendar,Included,Not excluded,"Holmer, N. M. (1951). Cuna chrestomathy (Etnologiska Studier, Vol. 18). Etnografiska Museet. https://ehrafworldcultures.yale.edu/cultures/sb05/documents/021

Marshall, D. S. (n.d.). Cuna folk: A conceptual scheme involving the dynamic factors of culture, as applied to the Cuna Indians of Darien [Unpublished manuscript]. https://ehrafworldcultures.yale.edu/cultures/sb05/documents/012

McKim, F. (1947). San Blas: An account of the Cuna Indians of Panama. The forbidden land: Reconnaissance of upper Bayano River, R.P., in 1936. Two posthumous works (H. Wassén, Ed.; Etnologiska Studier, Vol. 15). Etnografiska Museet. https://ehrafworldcultures.yale.edu/cultures/sb05/documents/005

Ventocilla, J., Herrera, H., & Núñez, V. (1995). Plants and animals in the life of the Kuna (E. Roeder, Trans.; Translations from Latin America Series). University of Texas Press. https://ehrafworldcultures.yale.edu/document?id=sb05-038

Wafer, L. (1934). A new voyage and description of the Isthmus of America (G. P. Winship, Ed.; Hakluyt Society, 2nd Series, No. 73). Hakluyt Society. (Original work published 1699) https://ehrafworldcultures.yale.edu/cultures/sb05/documents/002"
SC07,SC07,NA,Kogi,South America,Horticulturalists,Kogi calendar,Included,Not excluded,"Reichel-Dolmatoff, G. (1950). The Kogi: A tribe of the Sierra Nevada de Santa Marta, Colombia: Vol. 1 (S. Muirden, Trans.). Revista del Instituto Etnológico Nacional, 4(1–2), 1–319. https://ehrafworldcultures.yale.edu/document?id=sc07-001

Reichel-Dolmatoff, G. (1951). The Kogi: A tribe of the Sierra Nevada de Santa Marta, Colombia: Vol. 2 (S. Muirden, Trans.). Editorial Iqueima. https://ehrafworldcultures.yale.edu/document?id=sc07-002

Reichel-Dolmatoff, G. (1990). The sacred mountain of Colombia's Kogi Indians (Iconography of Religions, Section 9: South and Central America, Fasc. 2). E. J. Brill. https://ehrafworldcultures.yale.edu/document?id=sc07-008"
SD09,SD09,NA,Jivaro,South America,Horticulturalists,Jivaro calendar,Included,Not excluded,"Descola, P. (1996). The spears of twilight: Life and death in the Amazon jungle (J. Lloyd, Trans.). New Press. (Original work published 1993)

Harner, M. J. (1973). The Jívaro: People of the sacred waterfalls. Anchor Press/Doubleday. https://ehrafworldcultures.yale.edu/document?id=sd09-034

Karsten, R. (1935). The head-hunters of Western Amazonas: The life and culture of the Jibaro Indians of eastern Ecuador and Peru (Commentationes Humanarum Litterarum, Vol. 7, No. 1). Centraltryckeriet. https://ehrafworldcultures.yale.edu/document?id=sd09-001"
SD16,SD16,NA,Otavalo Quichua,South America,Horticulturalists,Otavalo Quichua calendar,Excluded,Partially missing data on some calendar units,"Parsons, E. C. (1945). Peguche, canton of Otavalo, province of Imbabura: A study of Andean Indians (University of Chicago Publications in Anthropology, Ethnological Series). University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=sd16-001

Wibbelsman, M. C. (2007). Rimarishpa kausanchik: Dialogical encounters: Festive ritual practices and the making of the Otavalan moral and mythic community [Doctoral dissertation]. ProQuest Information and Learning. https://ehrafworldcultures.yale.edu/document?id=sd16-003"
SD18,SD18,NA,Canelos Quichua,South America,Horticulturalists,Canelos Quichua calendar,Excluded,Partially missing data on some calendar units,"Whitten, N. E. (1976). Ritual structure. In Sacha Runa: Ethnicity and adaptation of Ecuadorian jungle Quichua (pp. 165-202). University of Illinois Press. https://ehrafworldcultures.yale.edu/document?id=sd18-002"
SE06,SE06,NA,Amahuaca,South America,Other Subsistence Combinations,Amahuaca calendar,Excluded,Fully missing data on our six specific calendar units,"Carneiro, R. L. (1964). Shifting cultivation among the Amahuaca of eastern Peru. In H. Becher (Ed.), Beitrage zur Volkerkunde Sudamerikas: Festgabe fur Herbert Baldus zum 65. Geburtstag (pp. 9-18). Kommissionsverlag Munstermann-Druck. https://ehrafworldcultures.yale.edu/document?id=se06-002

Woodside, J. H. (2014). Developmental sequences in Amahuaca society [Doctoral dissertation]. University Microfilms International. https://ehrafworldcultures.yale.edu/document?id=se06-008"
SE13,SE13,SE80,Inka,South America,Intensive Agriculturalists,Inka lunisolar calendar,Excluded,Partially missing data on some calendar units,"Polo de Ondegardo, J. (1916). Information concerning the religion and government of the Incas (H. H. Urteaga & C. A. Romero, Eds.; A. Brunel, J. Murra, & S. Muirden, Trans.; Coleccion de Libros y Documentos Referentes a la Historia del Peru, Vol. 3). https://ehrafworldcultures.yale.edu/document?id=se13-005

Rowe, J. H. (1946). Inca culture at the time of the Spanish conquest. In J. H. Steward (Ed.), Handbook of South American Indians: Vol. 2. The Andean civilizations (pp. 183-330). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=se13-001

Ziolkowski, M. (2015). Inca calendar. In C. L. N. Ruggles (Ed.), Handbook of archaeoastronomy and ethnoastronomy. Springer.

Zuidema, R. T. (1990). Inca civilization in Cuzco. University of Texas Press. https://ehrafworldcultures.yale.edu/document?id=se13-018"
SF05,SF05,NA,Aymara,South America,Horticulturalists,Aymara calendar,Excluded,Fully missing data on our six specific calendar units,"La Barre, W. (1948). The Aymara Indians of the Lake Titicaca Plateau (Memoirs of the American Anthropological Association No. 68). American Anthropological Association. https://ehrafworldcultures.yale.edu/document?id=sf05-003

Metraux, A. (1934). Contribution to Andean folklore (P. Reynolds, Trans.). Journal de la Societe des Americanistes, 26, 67-102. https://ehrafworldcultures.yale.edu/document?id=sf05-009"
SF10,SF10,NA,Chiriguano,South America,Other Subsistence Combinations,Chiriguano calendar,Excluded,Fully missing data on our six specific calendar units,"Nino, B. de. (1912). Chiriguano ethnography (S. Muirden, Trans.). Tipografia Comercial de Ismael Argote. https://ehrafworldcultures.yale.edu/cultures/sf10/documents/004

Nordenskiold, E. (1912). Indian life: The Gran Chaco (South America) (F. Schutze, Trans.). Albert Bonnier. https://ehrafworldcultures.yale.edu/cultures/sf10/documents/006"
SF21,SF21,NA,Sirionó,South America,Hunter-gatherers,Sirionó calendar,Included,Not excluded,"Holmberg, A. R. (1950). Nomads of the long bow: The Siriono of eastern Bolivia (Smithsonian Institution Institute of Social Anthropology Publication No. 10). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/cultures/sf21/documents/001"
SG04,SG04,NA,Mapuche,South America,Intensive Agriculturalists,Mapuche calendar,Excluded,Fully missing data on our six specific calendar units,"Cooper, J. M. (1946). The Araucanians. In J. H. Steward (Ed.), Handbook of South American Indians: Vol. 2. The Andean civilizations (Bureau of American Ethnology Bulletin No. 143, pp. 687-760). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=sg04-005

Hilger, M. I. (1957). Araucanian child life and its cultural background (Smithsonian Miscellaneous Collections, Vol. 133). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=sg04-010"
SH04,SH04,NA,Ona,South America,Hunter-gatherers,Ona calendar,Included,Not excluded,"Gusinde, M. (1931). The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego (F. Schütze, Trans.). Verlag der Internationalen Zeitschrift ""Anthropos"". https://ehrafworldcultures.yale.edu/cultures/sh04/documents/001"
SH05,SH05,NA,Tehuelce,South America,Hunter-gatherers,Tehuelche calendar,Excluded,Fully missing data on our six specific calendar units,"Wilbert, J., & Simoneau, K. (Eds.). (1984). Folk literature of the Tehuelche Indians (Folk Literature of South American Indians, Vol. 59). UCLA Latin American Center Publications. https://ehrafworldcultures.yale.edu/document?id=sh05-007"
SH06,SH06,NA,Yahgan,South America,Hunter-gatherers,Yahgan calendar,Excluded,Partially missing data on some calendar units,"Cooper, J. M. (1946). The Yahgan. In J. H. Steward (Ed.), Handbook of South American Indians: Vol. 1. The marginal tribes (pp. 81-106). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=sh06-002

Gusinde, M. (1937). The Yahgan: The life and thought of the water nomads of Cape Horn (F. Schutze, Trans.; Die Feuerland-Indianer, Vol. 2). Anthropos-Bibliothek. https://ehrafworldcultures.yale.edu/document?id=sh06-001"
SI04,SI04,NA,Abipón,South America,Hunter-gatherers,Abipón calendar,Excluded,Fully missing data on our six specific calendar units,"Dobrizhoffer, M. (1822). An account of the Abipones, an equestrian people of Paraguay: Vol. 2 (S. Coleridge, Trans.). John Murray. https://ehrafworldcultures.yale.edu/document?id=si04-001"
SI07,SI07,NA,Mataco,South America,Primarily Hunter-gatherers,Mataco calendar,Excluded,Partially missing data on some calendar units,"Alvarsson, J.-A. (1988). The Mataco of the Gran Chaco: An ethnographic account of change and continuity in Mataco socio-economic organization (Uppsala Studies in Cultural Anthropology No. 11). Almqvist & Wiksell International. https://ehrafworldcultures.yale.edu/document?id=si07-009

Pelleschi, J. (1896). The Mataco Indians and their language (S. A. Lafone Quevedo, Trans.). Boletin del Instituto Geografico Argentino, 17, 559-622; 18, 173-350. https://ehrafworldcultures.yale.edu/document?id=si07-001"
SK06,SK06,NA,Chorote,South America,Hunter-gatherers,Chorote calendar,Excluded,Fully missing data on our six specific calendar units,"Rosen, E. von. (1924). Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902. C. E. Fritze. https://ehrafworldcultures.yale.edu/document?id=sk06-001"
SK15,SK15,NA,Enxet and Enhet,South America,Hunter-gatherers,Enxet and Enhet calendar,Excluded,Partially missing data on some calendar units,"Grubb, W. B. (1911). An unknown people in an unknown land: An account of the life and customs of the Lengua Indians of the Paraguayan Chaco, with adventures and experiences during twenty years' pioneering and exploration amongst them (H. T. M. Jones, Ed.). Seeley. https://ehrafworldcultures.yale.edu/document?id=sk15-001"
SM04,SM04,NA,Cayua (Guaraní),South America,Other Subsistence Combinations,Guaraní calendar,Included,Not excluded,"Ganson, B. A. (1994). Better not take my manioc: Guarani religion, society, and politics in the Jesuit missions of Paraguay [Doctoral dissertation, University of Texas at Austin]. UMI. https://ehrafworldcultures.yale.edu/document?id=sm04-008

Watson, J. B. (1952). Cayuá culture change: A study in acculturation and methodology (Memoirs of the American Anthropological Association No. 73). American Anthropological Association. https://ehrafworldcultures.yale.edu/document?id=sm04-003"
SO08,SO08,NA,Canela,South America,Primarily Hunter-gatherers,Canela calendar,Excluded,Partially missing data on some calendar units,"Crocker, W. H. (1990). The Canela (Eastern Timbira) I: An ethnographic introduction (Smithsonian Contributions to Anthropology No. 33). Smithsonian Institution Press. https://ehrafworldcultures.yale.edu/document?id=so08-005

Nimuendaju, C. (1946). The Eastern Timbira (R. H. Lowie, Ed. & Trans.; University of California Publications in American Archaeology and Ethnology, Vol. 41). University of California Press. https://ehrafworldcultures.yale.edu/document?id=so08-001"
SO09,SO09,NA,Tupinamba,South America,Primarily Hunter-gatherers,Tupinamba calendar,Excluded,Fully missing data on our six specific calendar units,"Claude d'Abbeville. (1614). History of the mission of the Capuchin Fathers on the Isle of Maragnan and the surrounding lands (A. Metraux & M. Coughlin, Trans.). Imprimerie de F. Huby. https://ehrafworldcultures.yale.edu/document?id=so09-006

Thevet, A. (1878). The peculiarities of French Antarctica, otherwise called (French) America: The islands discovered in our times (A. Metraux, Trans.). Maisonneuve. https://ehrafworldcultures.yale.edu/document?id=so09-002"
SP08,SP08,NA,Bororo,South America,Hunter-gatherers,Bororo calendar,Included,Not excluded,"Fabian, S. M. (1992). Space-time of the Bororo of Brazil. University Press of Florida. https://ehrafworldcultures.yale.edu/document?id=sp08-010"
SP09,SP09,NA,Karajá,South America,Primarily Hunter-gatherers,Karajá calendar,Excluded,Fully missing data on our six specific calendar units,"Krause, F. (1911). In the wilderness of Brazil: Report and results of the Leipzig Araguaia Expedition of 1908 (F. Schutze, Trans.). R. Voigtlanders Verlag. https://ehrafworldcultures.yale.edu/document?id=sp09-005"
SP17,SP17,NA,Nambicuara,South America,Primarily Hunter-gatherers,Nambicuara calendar,Excluded,Fully missing data on our six specific calendar units,"Levi-Strauss, C. (1948). Family and social life of the Nambikwara Indians (E. Sittler, Trans.). Societe des Americanistes. https://ehrafworldcultures.yale.edu/document?id=sp17-001

Levi-Strauss, C. (1948). The Nambicuara. In J. H. Steward (Ed.), Handbook of South American Indians: Vol. 3. The tropical forest tribes (Bureau of American Ethnology Bulletin No. 143, pp. 361-369). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=sp17-002"
SP22,SP22,NA,Tapirapé,South America,Other Subsistence Combinations,Tapirapé calendar,Excluded,Fully missing data on our six specific calendar units,"Wagley, C. (1940). World view of the Tapirape Indians. Journal of American Folklore, 53(210), 252-260. https://ehrafworldcultures.yale.edu/document?id=sp22-009"
SP23,SP23,NA,Trumai,South America,Primarily Hunter-gatherers,Trumai calendar,Excluded,Partially missing data on some calendar units,"Murphy, R. F., & Quain, B. H. (1955). The Trumai Indians of central Brazil (Monographs of the American Ethnological Society). J. J. Augustin. https://ehrafworldcultures.yale.edu/document?id=sp23-001"
SP26,SP26,NA,Xavante,South America,Primarily Hunter-gatherers,Xavante calendar,Excluded,Partially missing data on some calendar units,"Maybury-Lewis, D. (1967). Akwe-Shavante society. Clarendon Press. https://ehrafworldcultures.yale.edu/document?id=sp26-001"
SQ13,SQ13,NA,Mundurucu,South America,Primarily Hunter-gatherers,Mundurucu calendar,Excluded,Partially missing data on some calendar units,"Tocantins, A. M. G. (1877). Studies on the Mundurucu tribe (A. Brunel, Trans.). Revista Trimensal do Instituto Historico, Geographico e Ethnographico do Brazil, 40, 73-161. https://ehrafworldcultures.yale.edu/document?id=sq13-001"
SQ18,SQ18,NA,Yanoama,South America,Horticulturalists,Yanoama calendar,Excluded,Partially missing data on some calendar units,"Barker, J. (1953). Memoir on the culture of the Waica (S. Muirden, Trans.). Boletin Indigenista Venezolano, 1, 433-489. https://ehrafworldcultures.yale.edu/document?id=sq18-007"
SQ19,SQ19,NA,Tukano,South America,Other Subsistence Combinations,Tukano calendar,Included,Not excluded,"Bruzzi Alves da Silva, A. (1962). The indigenous civilization of the Uaupés (I. Lillios, Trans.). Centro de Pesquisas de Iauareté. https://ehrafworldcultures.yale.edu/document?id=sq19-004"
SR09,SR09,NA,Barama River Carib,South America,Primarily Hunter-gatherers,Carib calendar,Excluded,Partially missing data on some calendar units,"Gillin, J. (1936). The Barama River Caribs of British Guiana (Papers of the Peabody Museum of American Archaeology and Ethnology, Vol. 14, No. 2). Peabody Museum. https://ehrafworldcultures.yale.edu/document?id=sr09-001"
SR14,SR14,NA,Ndyuka,South America,Horticulturalists,Ndyuka calendar,Excluded,Partially missing data on some calendar units,"Hurault, J. (1961). The Boni refugee Blacks of French Guiana (J. Winchell, Trans.; Memoires de l'Institut Francais d'Afrique Noire No. 63). IFAN. https://ehrafworldcultures.yale.edu/document?id=sr14-006"
SS18,SS18,NA,Warao,South America,Hunter-gatherers,Warao calendar,Included,Not excluded,"Heinen, H. D. (1973). Adaptive changes in a tribal economy: A case study of the Winikina-Warao [Doctoral dissertation, University of California, Los Angeles]. University Microfilms. https://ehrafworldcultures.yale.edu/document?id=ss18-009

Turrado Moreno, Á. (1945). Ethnography of the Guarauno Indians (S. Muirden, Trans.; Cuadernos Verdes No. 71). Lit. y Tip. Vargas. https://ehrafworldcultures.yale.edu/document?id=ss18-006"
SS19,SS19,NA,Pume,South America,Other Subsistence Combinations,Pumé calendar,Excluded,Fully missing data on our six specific calendar units,"Kramer, K. L., & Greaves, R. D. (2007). Changing patterns of infant mortality and maternal fertility among Pume foragers and horticulturalists. American Anthropologist, 109(4), 713-726. https://ehrafworldcultures.yale.edu/document?id=ss19-012"
ST13,ST13,NA,Island Carib,Middle America and the Caribbean,Primarily Hunter-gatherers,Island Carib calendar,Excluded,Partially missing data on some calendar units,"Bouton, J. (1640). Concerning the savages called Caribs (M. B. McKusick & P. Verin, Trans.). In An account of the establishment of the French in the year 1635 on the Island of Martinique (pp. 105-130). Sebastien Cramoisy. https://ehrafworldcultures.yale.edu/document?id=st13-003

Breton, R. (1665). Carib-French dictionary (M. B. McKusick & P. Verin, Trans.). Gilles Bouquet. https://ehrafworldcultures.yale.edu/document?id=st13-002

Breton, R., & la Paix, A. de. (1929). An account of the Island of Guadaloupe (T. Turner, Trans.). In Histoire coloniale: Vol. 1 (pp. 45-74). Librairie Generale et Internationale. https://ehrafworldcultures.yale.edu/document?id=st13-001

Rouse, I. (1948). The Carib. In J. H. Steward (Ed.), Handbook of South American Indians: Vol. 4. The circum-Caribbean tribes (pp. 547-565). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=st13-005"
X1_A,NA,MR80,Ancient Egyptians,Africa,Intensive Agriculturalists,Egyptian civil calendar,Included,Not excluded,"Aldred, C. (1992). Egypt to the end of the Old Kingdom (Library of the Early Civilizations). Thames and Hudson. https://ehrafarchaeology.yale.edu/document?id=mr80-007

Clagett, M. (1995). Ancient Egyptian science: Vol. 2. Calendars, clocks, and astronomy. American Philosophical Society.

Depuydt, L. (1997). Civil calendar and lunar calendar in ancient Egypt. Peeters.

Egyptian calendar. (2026, February 2). In Wikipedia. https://en.wikipedia.org/wiki/Egyptian_calendar

Parker, R. A. (1974). Ancient Egyptian astronomy. Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences, 276(1257), 51–65. https://doi.org/10.1098/rsta.1974.0009"
X1_B,NA,NA,Ancient Egyptians,Africa,Intensive Agriculturalists,Egyptian Protodynastic Lunar calendar,Excluded,Partially missing data on some calendar units,"Parker, R. A. (1974). Ancient Egyptian astronomy. Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences, 276, 51-65."
X1_C,NA,NA,Ancient Egyptians,Africa,Intensive Agriculturalists,Egyptian New Lunar calendar,Excluded,Partially missing data on some calendar units,"Clagett, M. (1995). Ancient Egyptian science: Vol. 2. Calendars, clocks, and astronomy. American Philosophical Society.

Depuydt, L. (1997). Civil calendar and lunar calendar in ancient Egypt. Peeters.

Parker, R. A. (1974). Ancient Egyptian astronomy. Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences, 276, 51-65."
X11_A,NA,NA,Nepalese,Asia,Intensive Agriculturalists,Solar Nepal Sambat,Included,Not excluded,"Nepal Sambat. (2025, August 12). In Wikipedia. https://en.wikipedia.org/wiki/Nepal_Sambat

Shrestha, B. G. (2015). To use or not to use: Nepal Samvat, the national era of Nepal. HIMALAYA: The Journal of the Association for Nepal and Himalayan Studies, 35(1), Article 14. https://digitalcommons.macalester.edu/himalaya/vol35/iss1/14"
X11_B,NA,NA,Nepalese,Asia,Intensive Agriculturalists,Lunar Nepal Sambat,Included,Not excluded,"Nepal Sambat. (2025, August 12). In Wikipedia. https://en.wikipedia.org/wiki/Nepal_Sambat

Ranjitkar, S. (n.d.). Nepal Sambat algorithm: A scientific dissection: Algorithm based on astronomy, physics and mathematics surrounding Nepal Sambat. Spiralogics.

Shrestha, B. G. (2015). To use or not to use: Nepal Samvat, the national era of Nepal. HIMALAYA: The Journal of the Association for Nepal and Himalayan Studies, 35(1), Article 14. https://digitalcommons.macalester.edu/himalaya/vol35/iss1/14"
X11_C,NA,NA,Nepalese,Asia,Intensive Agriculturalists,Nepalese Vikrami Sambat calendar,Included,Not excluded,"Nesbitt, E. (2005). Sikhism: A very short introduction. Oxford University Press.

Shrestha, B. G. (2015). To use or not to use: Nepal Samvat, the national era of Nepal. HIMALAYA: The Journal of the Association for Nepal and Himalayan Studies, 35(1), Article 14. https://digitalcommons.macalester.edu/himalaya/vol35/iss1/14

Vikram Samvat. (2026, March 25). In Wikipedia. https://en.wikipedia.org/wiki/Vikram_Samvat"
X13,NA,NA,French,Europe,Intensive Agriculturalists,French Republican calendar,Included,Not excluded,"Munro, A. (n.d.). French republican calendar. In Encyclopaedia Britannica. Retrieved August 21, 2025, from https://www.britannica.com/science/French-republican-calendar

Ozouf, M. (1989). Revolutionary calendar. In F. Furet & M. Ozouf (Eds.), A critical dictionary of the French Revolution (A. Goldhammer, Trans., pp. 538–547). Belknap Press.

Swedish calendar. (2025, August 21). In Wikipedia. https://en.wikipedia.org/wiki/Swedish_calendar"
X17,NA,NA,Sikhs,Asia,Intensive Agriculturalists,Mool Nanakshahi (2003 version) calendar,Excluded,Partially missing data on some calendar units,"Nanakshahi calendar. (2025, September 10). In Wikipedia. https://en.wikipedia.org/wiki/Nanakshahi_calendar"
X18,NA,AF52,Yellow River Bronze Age,Asia,Intensive Agriculturalists,Ancient Chinese calendar,Excluded,Partially missing data on some calendar units,"Jing, Z., Tang, J., Rapp, G. R., & Stoltman, J. B. (2013). Recent discoveries and some thoughts on early urbanization at Anyang. In A. P. Underhill (Ed.), A companion to Chinese archaeology (pp. 343-366). John Wiley & Sons. https://ehrafarchaeology.yale.edu/document?id=af52-003"
X19,NA,AF51,Yellow River Late Neolithic,Asia,Intensive Agriculturalists,Ancient Chinese calendar,Excluded,Fully missing data on our six specific calendar units,"He, N. (2013). The Longshan Period site of Taosi in southern Shanxi Province. In A. P. Underhill (Ed.), A companion to Chinese archaeology (pp. 255-277). John Wiley & Sons. https://ehrafarchaeology.yale.edu/document?id=af51-019"
X2,NA,NA,Western world,Europe,Commercial economy,Gregorian calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press."
X20,NA,AQ45,Mature Indus,Asia,Intensive Agriculturalists,Indus Valley calendars,Excluded,Fully missing data on our six specific calendar units,"Kenoyer, J. M. (1998). Ancient cities of the Indus Valley civilization. Oxford University Press; American Institute of Pakistan Studies. https://ehrafarchaeology.yale.edu/document?id=aq45-003"
X21,NA,AQ47,Vedic,Asia,Intensive Agriculturalists,Vedic calendar,Excluded,Partially missing data on some calendar units,"Bryant, E. F. (2001). The quest for the origins of Vedic culture: The Indo-Aryan migration debate. Oxford University Press. https://ehrafarchaeology.yale.edu/document?id=aq47-007"
X22,NA,NU92,Central Mexico Classic,Middle America and the Caribbean,Intensive Agriculturalists,Teotihuacan calendar,Excluded,Fully missing data on our six specific calendar units,"Millon, R. (1981). Teotihuacan: City, state, and civilization. In J. A. Sabloff (Ed.), Supplement to the Handbook of Middle American Indians: Vol. 1. Archaeology (pp. 198-243). University of Texas Press. https://ehrafarchaeology.yale.edu/document?id=nu92-003"
X23,NA,NU93,Central Mexico Postclassic,Middle America and the Caribbean,Intensive Agriculturalists,Xochicalco calendar,Excluded,Fully missing data on our six specific calendar units,"Smith, V. G., & Hirth, K. (2000). A catalogue of carved monuments and a guide to the visual characteristics of Xochicalco's art style. In K. Hirth (Ed.), The Xochicalco Mapping Project: Vol. 2 (pp. 17-56). University of Utah Press. https://ehrafarchaeology.yale.edu/document?id=nu93-034"
